stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Melks\source\repos\Cerebrolab\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.08137] added dtor for sub_bitmap 0000020FF2224C90, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08142] added dtor for sub_bitmap 0000020FF2229250, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08147] added dtor for sub_bitmap 0000020FF2229440, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08152] added dtor for sub_bitmap 0000020FF2229A10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08158] added dtor for sub_bitmap 0000020FF2228E70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08164] added dtor for sub_bitmap 0000020FF2223930, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08169] added dtor for sub_bitmap 0000020FF2229C00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08174] added dtor for sub_bitmap 0000020FF22267B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08179] added dtor for sub_bitmap 0000020FF2229820, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08184] added dtor for sub_bitmap 0000020FF2229060, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08195] added dtor for sub_bitmap 0000020FF22248B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08201] added dtor for sub_bitmap 0000020FF2229DF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08206] added dtor for sub_bitmap 0000020FF2223D10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08211] added dtor for sub_bitmap 0000020FF2229630, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08216] added dtor for sub_bitmap 0000020FF22269A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08221] added dtor for sub_bitmap 0000020FF22263D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08226] added dtor for sub_bitmap 0000020FF222A3C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08231] added dtor for sub_bitmap 0000020FF22280E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08237] added dtor for sub_bitmap 0000020FF2223740, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08242] added dtor for sub_bitmap 0000020FF222AF60, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08247] added dtor for sub_bitmap 0000020FF22265C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08253] added dtor for sub_bitmap 0000020FF2223F00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08258] added dtor for sub_bitmap 0000020FF22240F0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08263] added dtor for sub_bitmap 0000020FF22242E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08268] added dtor for sub_bitmap 0000020FF2229FE0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08274] added dtor for sub_bitmap 0000020FF222A1D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08279] added dtor for sub_bitmap 0000020FF2225640, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08284] added dtor for sub_bitmap 0000020FF2226B90, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08289] added dtor for sub_bitmap 0000020FF2225070, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08294] added dtor for sub_bitmap 0000020FF2223B20, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08299] added dtor for sub_bitmap 0000020FF2225C10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08304] added dtor for sub_bitmap 0000020FF2227EF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08309] added dtor for sub_bitmap 0000020FF2224AA0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08314] added dtor for sub_bitmap 0000020FF2226D80, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08320] added dtor for sub_bitmap 0000020FF222A7A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08325] added dtor for sub_bitmap 0000020FF2227D00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08330] added dtor for sub_bitmap 0000020FF222A990, func 00007FFDACBF1190
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.08336] removed dtor for bitmap 0000020FED60E400
dtor     D               dtor.c:196  _al_register_destructor          [   0.08351] added dtor for font 0000020FED5DCD40, func 00007FFE02D9129E
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.08356] removed dtor for bitmap 0000020FED60E210
dtor     D               dtor.c:196  _al_register_destructor          [   0.08365] added dtor for timer 0000020FED5A1670, func 00007FFDACBF1050
dtor     D               dtor.c:196  _al_register_destructor          [   0.08372] added dtor for queue 0000020FED581A00, func 00007FFDACBF1C53
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.08383] opening assets/images/principal.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.08416] opening assets/images/principal.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08439] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08444] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08448] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08452] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08456] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08460] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08463] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08467] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08471] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.08475] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.08479] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.08483] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.08487] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.08512] added dtor for bitmap 0000020FF2227920, func 00007FFDACBF1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.12132] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.12143] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.12305] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.12314] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78810] removed dtor for bitmap 0000020FF2227920
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78834] removed dtor for font 0000020FED5DCD40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78840] removed dtor for sub_bitmap 0000020FED60EB20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78845] removed dtor for sub_bitmap 0000020FED60ED10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78849] removed dtor for sub_bitmap 0000020FF21F18A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78854] removed dtor for sub_bitmap 0000020FF21F1A90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78858] removed dtor for sub_bitmap 0000020FF21F1C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78863] removed dtor for sub_bitmap 0000020FF21F1E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78867] removed dtor for sub_bitmap 0000020FF21F2060
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78871] removed dtor for sub_bitmap 0000020FF21F2250
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78884] removed dtor for sub_bitmap 0000020FF21F2440
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78889] removed dtor for sub_bitmap 0000020FF21F2630
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78894] removed dtor for sub_bitmap 0000020FF21F2820
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78898] removed dtor for sub_bitmap 0000020FF21F2A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78902] removed dtor for sub_bitmap 0000020FF21F2C00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78907] removed dtor for sub_bitmap 0000020FF21F2DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78911] removed dtor for sub_bitmap 0000020FF21F3DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78915] removed dtor for sub_bitmap 0000020FF21F37F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78920] removed dtor for sub_bitmap 0000020FF21F3030
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78924] removed dtor for sub_bitmap 0000020FF21F3220
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78928] removed dtor for sub_bitmap 0000020FF21F3410
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78933] removed dtor for sub_bitmap 0000020FF21F3600
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78937] removed dtor for sub_bitmap 0000020FF21F39E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78941] removed dtor for sub_bitmap 0000020FF21F3BD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78946] removed dtor for sub_bitmap 0000020FF21F5970
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78950] removed dtor for sub_bitmap 0000020FF21F4420
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78954] removed dtor for sub_bitmap 0000020FF21F4800
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78959] removed dtor for sub_bitmap 0000020FF21F4040
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78963] removed dtor for sub_bitmap 0000020FF21F5B60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78967] removed dtor for sub_bitmap 0000020FF21F5D50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78971] removed dtor for sub_bitmap 0000020FF21F5780
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78976] removed dtor for sub_bitmap 0000020FF21F4BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78980] removed dtor for sub_bitmap 0000020FF21F4230
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78984] removed dtor for sub_bitmap 0000020FF21F4610
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78988] removed dtor for sub_bitmap 0000020FF21F49F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78993] removed dtor for sub_bitmap 0000020FF21F4DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.78997] removed dtor for sub_bitmap 0000020FF21F4FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79001] removed dtor for sub_bitmap 0000020FF21F51B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79005] removed dtor for sub_bitmap 0000020FF21F53A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79010] removed dtor for sub_bitmap 0000020FF21F5590
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79014] removed dtor for sub_bitmap 0000020FF21F7060
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79018] removed dtor for sub_bitmap 0000020FF21F87A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79028] removed dtor for sub_bitmap 0000020FF21F7FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79033] removed dtor for sub_bitmap 0000020FF21F7DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79038] removed dtor for sub_bitmap 0000020FF21F7250
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79042] removed dtor for sub_bitmap 0000020FF21F7440
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79047] removed dtor for sub_bitmap 0000020FF21F8B80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79051] removed dtor for sub_bitmap 0000020FF21F7630
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79055] removed dtor for sub_bitmap 0000020FF21F81D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79060] removed dtor for sub_bitmap 0000020FF21F83C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79064] removed dtor for sub_bitmap 0000020FF21F7A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79068] removed dtor for sub_bitmap 0000020FF21F7820
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79072] removed dtor for sub_bitmap 0000020FF21F85B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79077] removed dtor for sub_bitmap 0000020FF21F8990
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79081] removed dtor for sub_bitmap 0000020FF21F8D70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79085] removed dtor for sub_bitmap 0000020FF21F7C00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79090] removed dtor for sub_bitmap 0000020FF21FBD90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79094] removed dtor for sub_bitmap 0000020FF21FAC20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79098] removed dtor for sub_bitmap 0000020FF21FAA30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79103] removed dtor for sub_bitmap 0000020FF21FA080
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79107] removed dtor for sub_bitmap 0000020FF21FA270
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79111] removed dtor for sub_bitmap 0000020FF21FA650
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79116] removed dtor for sub_bitmap 0000020FF21FB5D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79120] removed dtor for sub_bitmap 0000020FF21FBBA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79124] removed dtor for sub_bitmap 0000020FF21FAE10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79128] removed dtor for sub_bitmap 0000020FF21FA460
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79133] removed dtor for sub_bitmap 0000020FF21FB3E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79137] removed dtor for sub_bitmap 0000020FF21FA840
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79141] removed dtor for sub_bitmap 0000020FF21FB000
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79146] removed dtor for sub_bitmap 0000020FF21FB1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79150] removed dtor for sub_bitmap 0000020FF21FB7C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79154] removed dtor for sub_bitmap 0000020FF21FB9B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79159] removed dtor for sub_bitmap 0000020FF21FDE50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79163] removed dtor for sub_bitmap 0000020FF21FEDD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79167] removed dtor for sub_bitmap 0000020FF21FF1B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79172] removed dtor for sub_bitmap 0000020FF21FDC60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79176] removed dtor for sub_bitmap 0000020FF21FE040
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79181] removed dtor for sub_bitmap 0000020FF21FE800
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79185] removed dtor for sub_bitmap 0000020FF21FE230
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79189] removed dtor for sub_bitmap 0000020FF21FD4A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79194] removed dtor for sub_bitmap 0000020FF21FE9F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79198] removed dtor for sub_bitmap 0000020FF21FD880
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79202] removed dtor for sub_bitmap 0000020FF21FD690
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79206] removed dtor for sub_bitmap 0000020FF21FEBE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79211] removed dtor for sub_bitmap 0000020FF21FEFC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79215] removed dtor for sub_bitmap 0000020FF21FDA70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79219] removed dtor for sub_bitmap 0000020FF21FE420
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79224] removed dtor for sub_bitmap 0000020FF21FE610
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79231] removed dtor for sub_bitmap 0000020FF2201820
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79235] removed dtor for sub_bitmap 0000020FF2200A90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79240] removed dtor for sub_bitmap 0000020FF2201250
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79244] removed dtor for sub_bitmap 0000020FF2201DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79248] removed dtor for sub_bitmap 0000020FF2201FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79253] removed dtor for sub_bitmap 0000020FF22021D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79257] removed dtor for sub_bitmap 0000020FF2201630
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79261] removed dtor for sub_bitmap 0000020FF22004C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79265] removed dtor for sub_bitmap 0000020FF22006B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79270] removed dtor for sub_bitmap 0000020FF2201440
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79274] removed dtor for sub_bitmap 0000020FF2201A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79278] removed dtor for sub_bitmap 0000020FF22008A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79283] removed dtor for sub_bitmap 0000020FF2200E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79287] removed dtor for sub_bitmap 0000020FF2200C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79291] removed dtor for sub_bitmap 0000020FF2201C00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79295] removed dtor for sub_bitmap 0000020FF2201060
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79300] removed dtor for sub_bitmap 0000020FF2204B80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79304] removed dtor for sub_bitmap 0000020FF2205530
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79309] removed dtor for sub_bitmap 0000020FF2204D70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79313] removed dtor for sub_bitmap 0000020FF2203820
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79317] removed dtor for sub_bitmap 0000020FF2203A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79322] removed dtor for sub_bitmap 0000020FF22045B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79326] removed dtor for sub_bitmap 0000020FF2203C00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79330] removed dtor for sub_bitmap 0000020FF2204F60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79334] removed dtor for sub_bitmap 0000020FF2205150
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79339] removed dtor for sub_bitmap 0000020FF2205340
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79343] removed dtor for sub_bitmap 0000020FF2203DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79347] removed dtor for sub_bitmap 0000020FF2203FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79352] removed dtor for sub_bitmap 0000020FF22041D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79356] removed dtor for sub_bitmap 0000020FF22043C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79360] removed dtor for sub_bitmap 0000020FF22047A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79364] removed dtor for sub_bitmap 0000020FF2204990
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79369] removed dtor for sub_bitmap 0000020FF2205FF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79373] removed dtor for sub_bitmap 0000020FF22063D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79377] removed dtor for sub_bitmap 0000020FF2207160
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79381] removed dtor for sub_bitmap 0000020FF2207350
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79386] removed dtor for sub_bitmap 0000020FF2206F70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79390] removed dtor for sub_bitmap 0000020FF2207540
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79394] removed dtor for sub_bitmap 0000020FF2206B90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79398] removed dtor for sub_bitmap 0000020FF2205E00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79403] removed dtor for sub_bitmap 0000020FF2205830
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79407] removed dtor for sub_bitmap 0000020FF2205A20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79411] removed dtor for sub_bitmap 0000020FF2205C10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79415] removed dtor for sub_bitmap 0000020FF22065C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79420] removed dtor for sub_bitmap 0000020FF22061E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79424] removed dtor for sub_bitmap 0000020FF22067B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79428] removed dtor for sub_bitmap 0000020FF22069A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79432] removed dtor for sub_bitmap 0000020FF2206D80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79437] removed dtor for sub_bitmap 0000020FF220A020
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79441] removed dtor for sub_bitmap 0000020FF2209C40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79446] removed dtor for sub_bitmap 0000020FF220B190
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79450] removed dtor for sub_bitmap 0000020FF220B380
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79455] removed dtor for sub_bitmap 0000020FF2209E30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79459] removed dtor for sub_bitmap 0000020FF220AFA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79463] removed dtor for sub_bitmap 0000020FF220A210
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79467] removed dtor for sub_bitmap 0000020FF220A9D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79471] removed dtor for sub_bitmap 0000020FF220A400
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79476] removed dtor for sub_bitmap 0000020FF220A5F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79480] removed dtor for sub_bitmap 0000020FF220ADB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79484] removed dtor for sub_bitmap 0000020FF220B570
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79488] removed dtor for sub_bitmap 0000020FF220A7E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79493] removed dtor for sub_bitmap 0000020FF220ABC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79497] removed dtor for sub_bitmap 0000020FF2209860
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79501] removed dtor for sub_bitmap 0000020FF2209A50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79505] removed dtor for sub_bitmap 0000020FF220B870
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79510] removed dtor for sub_bitmap 0000020FF220C410
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79514] removed dtor for sub_bitmap 0000020FF220F290
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79518] removed dtor for sub_bitmap 0000020FF220E310
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79522] removed dtor for sub_bitmap 0000020FF220C600
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79527] removed dtor for sub_bitmap 0000020FF220E8E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79531] removed dtor for sub_bitmap 0000020FF220EAD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79535] removed dtor for sub_bitmap 0000020FF220ECC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79539] removed dtor for sub_bitmap 0000020FF220BC50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79544] removed dtor for sub_bitmap 0000020FF220F0A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79548] removed dtor for sub_bitmap 0000020FF220EEB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79552] removed dtor for sub_bitmap 0000020FF220CDC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79557] removed dtor for sub_bitmap 0000020FF220CFB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79561] removed dtor for sub_bitmap 0000020FF220F480
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79566] removed dtor for sub_bitmap 0000020FF220C7F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79570] removed dtor for sub_bitmap 0000020FF220BA60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79574] removed dtor for sub_bitmap 0000020FF220BE40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79579] removed dtor for sub_bitmap 0000020FF220C9E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79583] removed dtor for sub_bitmap 0000020FF220C030
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79587] removed dtor for sub_bitmap 0000020FF220D580
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79592] removed dtor for sub_bitmap 0000020FF220E500
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79596] removed dtor for sub_bitmap 0000020FF220D770
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79600] removed dtor for sub_bitmap 0000020FF220D1A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79605] removed dtor for sub_bitmap 0000020FF220C220
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79609] removed dtor for sub_bitmap 0000020FF220CBD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79613] removed dtor for sub_bitmap 0000020FF220D390
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79617] removed dtor for sub_bitmap 0000020FF220D960
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79621] removed dtor for sub_bitmap 0000020FF220DB50
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79626] removed dtor for sub_bitmap 0000020FF220DD40
